Timestamp,UserID,TaskID,ProblemCount,FeedbackLevel,CustomTaskID,AdvancedFeedback,Problems
"22.01.2025, 14:29:07", 1697, 15, 24, ADVANCED, 0,false, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 2:29:15 PM", 1700, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:29:19", 1698, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:29:25 PM", 1701, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:29:33 PM", 1692, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:29:34", 1691, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:29:43 PM", 1700, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:29:45", 1691, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:29:50 PM", 1701, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:29:51 PM", 1692, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:30:01 PM", 1700, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:30:03", 1690, 15, 24, ADVANCED, 0,true, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 14:30:05", 1697, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 14:30:11", 1696, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:30:13", 1690, 15, 24, ADVANCED, 0,true, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 14:30:26", 1697, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 14:30:27", 1699, 15, 24, ADVANCED, 0,false, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 14:30:30", 1691, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 14:30:42", 1691, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 14:30:42", 1699, 15, 24, ADVANCED, 0,false, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 14:30:49", 1705, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:30:52 PM", 1704, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:30:59", 1691, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:31:06 PM", 1692, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:31:18", 1702, 15, 24, ADVANCED, 0,true, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 2:31:26 PM", 1700, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:31:28 PM", 1709, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:31:29 PM", 1701, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:31:31 PM", 1692, 15, -1, ADVANCED, 0,false, "Compilation failed: ./Rec/de/tubs/isf/TaskMasterGui.java:83: error: cannot find symbol    			if (isInThePast(localDate)) {    			    ^  symbol:   method isInThePast(LocalDate)  location: class TaskMasterGui  error /Rec/de/tubs/isf/TaskMasterGui.java:83: error: cannot find symbol    			if (isInThePast(localDate)) {    			    ^  symbol:   method isInThePast(LocalDate)  location: class TaskMasterGui  error"
"22.01.2025, 2:31:40 PM", 1714, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:31:41", 1702, 15, 24, ADVANCED, 0,true, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 14:31:43", 1698, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:31:47", 1690, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:31:47 PM", 1700, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:31:49", 1699, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:31:52 PM", 1714, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:31:52 PM", 1707, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 14:32:04", 1712, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:32:04", 1690, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:32:05 PM", 1707, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:32:06 PM", 1709, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 14:32:06", 1698, 15, 24, ADVANCED, 0,true, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 14:32:07", 1702, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:32:10", 1699, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:32:19 PM", 1707, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:32:28 PM", 1692, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:32:28", 1712, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:32:29", 1699, 15, 24, ADVANCED, 0,false, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 14:32:34", 1698, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:32:47 PM", 1700, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:32:52", 1698, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:32:54", 1690, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:32:55 PM", 1709, 15, 24, ADVANCED, 0,false, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 14:32:55", 1699, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 14:33:05", 1712, 15, 24, ADVANCED, 0,true, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 14:33:05", 1698, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:33:11 PM", 1692, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:33:12 PM", 1693, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 14:33:12", 1697, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:33:17 PM", 1706, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:33:23 PM", 1689, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:33:24 PM", 1693, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 14:33:26", 1690, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 14:33:35", 1712, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:33:35 PM", 1695, 15, 24, ADVANCED, 0,false, "ClassWithOnlyPrivateConstructorsShouldBeFinal;LocalVariableNamingConventions;LocalVariableNamingConventions;MethodNamingConventions;MethodNamingConventions;MethodNamingConventions;SuspiciousEqualsMethodName;CompareObjectsWithEquals;ControlStatementBraces;EmptyCatchBlock;EmptyControlStatement;ForLoopShouldBeWhileLoop;SingularField;UncommentedEmptyMethodBody;UnusedLocalVariable;UnusedLocalVariable;UnusedPrivateField;UnusedPrivateMethod;UseEqualsToCompareStrings;UselessOverridingMethod;OneDeclarationPerLine;OneDeclarationPerLine;UnnecessaryImport;UselessParentheses"
"22.01.2025, 14:33:38", 1697, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:33:40 PM", 1693, 15, 0, ADVANCED, 0,false, ""
"22.01.2025, 2:33:40 PM", 1704, 15, 0, ADVANCED, 0,true, ""
"22.01.2025, 2:33:42 PM", 1706, 15, 0, ADVANCED, 0,true, ""
